Name,Date of First Email Sent,Day of First Email Sent,Date of First Received Email,Date of Last Interaction,Current Stage,Previous Stage,Stages (Grouped),Response,State,Region,Tuition,Role,Grade,Financial Aid %,Sent Email Count,Received Email Count,Date Created,Outreach Type,Last Email From,# of families that we connected',Calls,Newsletter?
Chaminade High School,2024/03/08 11:53 PM,Friday,,2024/07/04 9:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,15 - 20K,"Assistant Principal of Academics, Faculty Administration, Science",,8,9,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Chapel School,2024/03/08 11:40 PM,Friday,,2024/07/04 9:24 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,15 - 20K,School Counselor,,25,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Charles Wright Academy,2023/11/14 11:37 PM,Tuesday,2023/11/14 11:37 PM,2024/07/03 8:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,30 - 35K,Middle School Learning Specialist,,,29,3,2023/11/13 11:00 PM,,precious@efcoachtutors.com,,,Sent
Chesapeake Montessori School,2024/04/29 11:06 PM,Monday,2024/04/29 11:06 PM,2024/07/06 11:28 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported, Blocked","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,MD,South,10 - 15K,Head of School,,,9,1,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Chicago City Day School,2024/03/02 11:39 PM,Saturday,2024/03/02 11:39 PM,2024/06/29 12:53 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported, Sent Unresponsive -- Intro","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,IL,Midwest,30 - 35K,Head of School,,,11,4,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Chicago Friends School,2024/03/08 11:57 PM,Friday,2024/03/08 11:57 PM,2024/06/29 1:05 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported, Blocked","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,IL,Midwest,15 - 20K,Head of School,,30,9,1,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Chicago Jewish Day School,2024/04/01 10:04 PM,Monday,,2024/06/29 12:56 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported, Blocked","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,IL,Midwest,25 - 30K,Learning Specialist,,,9,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Childpeace Montessori School,2024/03/02 11:34 PM,Saturday,2024/06/28 1:40 AM,2024/07/06 11:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,20 - 25K,Middle School Program Director,,,12,2,2024/02/29 12:23 PM,,regina@childpeace.org,,,Sent
Children's School,2024/02/24 11:04 PM,Saturday,2024/02/24 11:04 PM,2024/06/28 9:54 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,30 - 35K,Head of School,,20,9,2,2024/02/22 12:26 PM,,jfowler@tcslj.org,,,Sent
Choate Rosemary Hall,2023/11/07 12:05 AM,Tuesday,2023/11/09 3:25 AM,2024/07/03 8:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Contact Later, Engaged, Imported","New Contacts, Sent Mail Merges, Warm Leads",No response yet,CT,Northeast,55k+,Licensed Mental Health Counselor,,,15,1,2023/11/03 11:56 AM,,precious@efcoachtutors.com,,,Sent
Christ Episcopal School,2024/04/29 11:04 PM,Monday,2024/07/01 4:20 AM,2024/06/30 1:20 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,20 - 25K,Learning Resource Specialist,,17,7,1,2024/04/27 8:36 AM,,cshalgian@cesrockville.org,,,
Christ the King Catholic School,2024/04/08 11:04 PM,Monday,,2024/07/05 10:31 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,10 - 15K,Counselor,,,9,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Christian Brothers Academy,2024/04/15 11:03 PM,Monday,,2024/07/05 10:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,15 - 20K,Learning Support Specialist,,,9,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
Christian School District,2024/05/06 11:41 PM,Monday,,2024/07/06 11:22 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,10 - 15K,Student Services Director,,26,8,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Cincinnati Country Day School,2024/01/10 12:19 AM,Wednesday,,2024/07/03 8:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OH,Midwest,20 - 25K,Support Specialist,,29%,14,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Cistercian Preparatory School,2024/03/23 1:08 AM,Saturday,,2024/07/05 10:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,Learning Specialist,,17,12,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
City Elementary,2024/03/02 11:43 PM,Saturday,,2024/07/04 9:30 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,15 - 20K,Head of School,,,9,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
City of Lakes Waldorf School,2024/04/29 11:01 PM,Monday,,2024/06/28 9:58 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MN,Midwest,15 - 20K,Educational Support Teacher,,37,8,0,2024/04/27 8:36 AM,,precious@efcoachtutors.com,,,
Clariden School,2024/03/23 1:11 AM,Saturday,,2024/07/04 9:22 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Director of Teaching and Learning,,11,8,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Clark School,2024/03/15 10:37 PM,Friday,,2024/07/04 9:25 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,30 - 35K,Head of School,,40,10,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
College School,2024/05/06 11:40 PM,Monday,2024/05/11 1:21 AM,2024/07/06 11:30 AM,Received Summer Drip,"Received Summer Drip, Engaged, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Warm Leads",No response yet,MO,Midwest,20 - 25K,Learning Specialist,,25,13,4,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Collegiate School,2023/11/07 12:04 AM,Tuesday,,2024/07/03 8:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NY,Northeast,50 - 55K,US Learning Specialist,,,12,0,2023/11/03 11:56 AM,,precious@efcoachtutors.com,,,Sent
Colorado Academy,2023/11/07 12:06 AM,Tuesday,2023/11/14 2:27 AM,2024/07/03 8:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CO,West,35 - 40K,US Counselor,,,14,2,2023/11/03 11:56 AM,,precious@efcoachtutors.com,,,Sent
Colorado Rocky Mountain School,2024/01/29 11:37 PM,Monday,,2024/07/03 8:28 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CO,West,40 - 45K,Instructional Support,,40,11,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Colorado Springs School,2024/01/29 11:45 PM,Monday,,2024/07/03 8:19 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CO,West,20 - 25K,Learning Support Coordinator,,40,11,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Columbia Independent School,2024/05/06 11:32 PM,Monday,,2024/06/30 1:21 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,15 - 20K,MS/US Learning Support Coordinator,,38,7,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Columbus Academy,2024/01/10 12:07 AM,Wednesday,,2024/06/29 12:58 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OH,Midwest,30 - 35K,Upper School Counselor,,,13,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Columbus Torah Academy,2024/01/10 12:11 AM,Wednesday,2024/01/17 3:19 AM,2024/06/29 1:02 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OH,Midwest,20 - 25K,Upper School Principal,,,14,1,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Compass School,2024/03/23 1:13 AM,Saturday,,2024/07/05 10:23 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,VT,Northeast,15 - 20K,"Student Support, Class Advisor, Health, Exploratories",,55,10,0,2024/03/22 6:33 AM,,precious@efcoachtutors.com,,,Sent
Concordia Christian Academy,2024/04/08 11:44 PM,Monday,,2024/07/05 10:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,10 - 15K,Principal,,48,7,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Concordia Lutheran High School,2024/03/29 10:03 PM,Friday,2024/06/30 4:05 AM,2024/06/29 1:05 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Guidance Counselor (Juniors & Seniors) & Dual Credit Coordinator,,16,15,1,2024/03/29 6:09 AM,,christians@clhs-tx.org,,,Sent
Concordia Lutheran School,2024/04/08 11:13 PM,Monday,2024/04/08 11:13 PM,2024/07/05 10:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,WA,West,10 - 15K,Principal,,20,7,3,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Concordia Preparatory School,2024/04/22 11:41 PM,Monday,,2024/06/30 1:26 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,Director of Guidance,,,7,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Connection School Of Houston,2024/04/08 11:12 PM,Monday,,2024/07/05 10:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,10 - 15K,Athletic Director & College Counselor,,,9,0,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Corbett Preparatory School of IDS,2024/02/24 8:10 AM,Saturday,,2024/07/04 9:22 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,20 - 25K,Middle School Principal,,,7,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Cornerstone Christian Academy,2024/03/29 11:11 PM,Friday,,2024/06/29 12:56 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Head of School,,10,8,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Country School,2024/03/15 10:45 PM,Friday,,2024/07/04 9:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,School Counselor,,49,8,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Countryside Day School,2024/03/08 11:34 PM,Friday,,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,20 - 25K,Head of School,,,7,0,2024/03/07 11:35 AM,,precious@efcoachtutors.com,,,Sent
Covenant Christian Academy,2024/03/29 11:06 PM,Friday,,2024/06/29 1:03 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,Middle School Principal,,30,11,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Covenant Classical School,2024/03/29 11:13 PM,Friday,,2024/06/29 12:54 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,10 - 15K,Director of Student Support,,35,9,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Covenant Life School,2024/04/22 11:07 PM,Monday,,2024/06/30 1:18 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,15 - 20K,Educational Support Director,,35,10,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Covenant Preparatory School,2024/03/29 10:13 PM,Friday,2024/06/08 12:26 AM,2024/06/29 1:01 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,10 - 15K,Counselor,,25,10,1,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Covenant School,2024/03/29 11:09 PM,Friday,,2024/06/29 12:53 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Academic Dean,,30,15,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
Crean Lutheran High School,2023/11/02 1:06 AM,Thursday,2024/01/10 11:49 PM,2024/06/29 12:58 PM,Received Summer Drip,"Blocked, Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,CA,West,15 - 20K,School Counselor,,,20,2,2023/10/27 9:26 AM,,precious@efcoachtutors.com,,,
Crefeld School,2024/01/10 12:39 AM,Wednesday,,2024/07/03 8:23 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,PA,Northeast,30 - 35K,Upper School Learning Support,,,11,0,2024/01/09 5:24 AM,,precious@efcoachtutors.com,,,Sent
Cretin-Derham Hall,2024/04/29 11:13 PM,Monday,2024/06/29 12:51 AM,2024/07/06 11:20 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MN,Midwest,15 - 20K,Counseling,,38,8,2,2024/04/27 8:36 AM,,mbrewer@c-dh.org,,,
"Crimson Global Academy, USA",2024/02/19 11:35 PM,Monday,,2024/07/03 8:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,15 - 20K,"Chair of the Board, Crimson Global Academy Director",,30,10,0,2024/02/15 1:55 PM,,precious@efcoachtutors.com,,,Sent
Cristo Rey Kansas City High School,2024/05/06 11:34 PM,Monday,,2024/06/28 9:56 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MO,Midwest,15 - 20K,Professional School Counselor,,,8,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Cristo Rey St. Martin College Prep,2024/03/02 11:35 PM,Saturday,,2024/07/04 9:21 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,IL,Midwest,15 - 20K,Academic Assistance Program Faculty,,,8,0,2024/02/29 12:23 PM,,precious@efcoachtutors.com,,,Sent
Crown of Life Lutheran School,2024/04/08 11:37 PM,Monday,2024/04/08 11:37 PM,2024/07/05 10:22 AM,Received Summer Drip,,"New Contacts, Sent Mail Merges, Blocked/Unsubscribe",No response yet,TX,South,10 - 15K,Principal,,5,8,1,2024/04/06 7:16 AM,,precious@efcoachtutors.com,,,
Cunae International School,2024/04/08 11:32 PM,Monday,2024/07/06 1:18 AM,2024/07/05 10:18 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Academic Director,,,10,1,2024/04/06 7:16 AM,,mferrer@doortomyschool.com,,,
Dallas International School,2024/03/23 1:14 AM,Saturday,2024/07/06 1:20 AM,2024/07/05 10:20 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,20 - 25K,School Counselor - MS & HS,,10,7,1,2024/03/22 6:33 AM,,kbrinkley@dallasinternationalschool.org,,,Sent
Dallas Lutheran School,2024/03/29 10:11 PM,Friday,,2024/06/29 1:05 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,TX,South,15 - 20K,Director of College Counseling,,,16,0,2024/03/29 6:09 AM,,precious@efcoachtutors.com,,,Sent
De La Salle,2024/01/31 12:25 AM,Wednesday,,2024/07/03 8:24 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,CA,West,20 - 25K,Learning Center Coordinator,,,9,0,2024/01/26 10:14 AM,,precious@efcoachtutors.com,,,Sent
De Smet Jesuit High School,2024/05/06 11:31 PM,Monday,,2024/07/06 11:33 AM,Received Summer Drip,,"New Contacts, Sent Mail Merges",No response yet,MO,Midwest,15 - 20K,Learning Consultant,,,8,0,2024/05/06 4:53 AM,,precious@efcoachtutors.com,,,
Deerfield Academy,2024/03/15 10:35 PM,Friday,,2024/07/04 9:26 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,40 - 45K,Learning Support Specialist,,"35, Boarding 62k",7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Delbarton School,2024/01/30 12:29 AM,Tuesday,,2024/06/29 12:53 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,45 - 50K,Learning Specialist,,19,14,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
Delphi Academy of Boston,2024/03/15 10:47 PM,Friday,,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,15 - 20K,Dean,,,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Delphi Academy of Los Angeles,2024/02/24 11:04 PM,Saturday,,2024/07/06 11:27 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,FL,South,15 - 20K,Lower & Elementary School Director,,,9,0,2024/02/22 12:26 PM,,precious@efcoachtutors.com,,,Sent
Delphian School,2024/01/30 12:29 AM,Tuesday,,2024/07/06 11:32 AM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,OR,West,35 - 40K,Lower Dean,,41,17,0,2024/01/26 3:16 PM,,precious@efcoachtutors.com,,,Sent
DeMatha Catholic High School,2024/04/22 11:00 PM,Monday,,2024/06/30 1:22 PM,Received Summer Drip,"Received Summer Drip, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MD,South,20 - 25K,Dean of Students,,,10,0,2024/04/20 6:38 AM,,precious@efcoachtutors.com,,,
Derby Academy,2024/03/15 10:33 PM,Friday,,2024/07/04 9:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,MA,Northeast,35 - 40K,Middle and Upper School Learning Specialist,,11,7,0,2024/03/14 1:45 PM,,precious@efcoachtutors.com,,,Sent
Doane Academy,2024/04/15 11:06 PM,Monday,,2024/07/05 10:19 AM,Received Summer Drip,"Received Summer Drip, Sent Unresponsive -- Intro, Sent Intro MM, Imported","New Contacts, Sent Mail Merges",No response yet,NJ,Northeast,20 - 25K,School Counselor,,50,7,0,2024/04/13 5:02 AM,,precious@efcoachtutors.com,,,
